source,source_label,target,target_label,raw_output
http://purl.obolibrary.org/obo/OCCO_35101100,chef or head cook,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,"{""related"": ""yes"", ""relationship"": ""Food technology is used by a chef or head cook.""}"
http://purl.obolibrary.org/obo/OCCO_35101100,chef or head cook,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,"{""related"": ""yes"", ""relationship"": ""food industry is often managed by a chef or head cook""}"
http://purl.obolibrary.org/obo/OCCO_35201000,cook,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,"{""related"": ""yes"", ""relationship"": ""Nutritive value determines cook.""}"
http://purl.obolibrary.org/obo/OCCO_35201000,cook,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,"{""related"": ""yes"", ""relationship"": ""Food quality is evaluated by a cook.""}"
http://purl.obolibrary.org/obo/OCCO_35201200,"cook, institution or cafeteria",http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,"{""related"": ""yes"", ""relationship"": ""Food technology serves cook, institution or cafeteria.""}"
http://purl.obolibrary.org/obo/OCCO_35201200,"cook, institution or cafeteria",http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,"{""related"": ""yes"", ""relationship"": ""Food industry relies on cook, institution or cafeteria.""}"
http://purl.obolibrary.org/obo/OCCO_35201400,"cook, restaurant",http://purl.bioontology.org/ontology/MESH/D005506,Food Contamination,"{""related"": ""yes"", ""relationship"": ""Food contamination can occur with food handled by cooks in a restaurant.""}"
http://purl.obolibrary.org/obo/OCCO_35201400,"cook, restaurant",http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,"{""related"": ""yes"", ""relationship"": ""Food labeling is performed at cook, restaurant.""}"
http://purl.obolibrary.org/obo/OCCO_35201400,"cook, restaurant",http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,"{""related"": ""yes"", ""relationship"": ""food industry serves cook, restaurant""}"
http://purl.obolibrary.org/obo/OCCO_35300000,food or beverage serving worker,http://purl.bioontology.org/ontology/MESH/D005506,Food Contamination,"{""related"": ""yes"", ""relationship"": ""Food contamination can affect a food or beverage serving worker.""}"
http://purl.obolibrary.org/obo/OCCO_35300000,food or beverage serving worker,http://purl.bioontology.org/ontology/MESH/D007221,Industry,"{""related"": ""yes"", ""relationship"": ""Industry employs food or beverage serving workers.""}"
http://purl.obolibrary.org/obo/OCCO_35300000,food or beverage serving worker,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,"{""related"": ""yes"", ""relationship"": ""Concept 2 is a field of work for Concept 1.""}"
http://purl.obolibrary.org/obo/OCCO_35301100,bartender,http://purl.bioontology.org/ontology/MESH/D005506,Food Contamination,"{""related"": ""yes"", ""relationship"": ""Food contamination affects the work of a bartender.""}"
