source,source_label,target,target_label,raw_output
http://purl.obolibrary.org/obo/OCCO_35101100,chef or head cook,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,"{""related"": ""yes"", ""relationship"": ""Food technology applies knowledge to the field of the chef or head cook.""}"
http://purl.obolibrary.org/obo/OCCO_35101100,chef or head cook,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,"{""related"": ""yes"", ""relationship"": ""food industry employs chef or head cook""}"
http://purl.obolibrary.org/obo/OCCO_35201000,cook,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,"{""related"": ""yes"", ""relationship"": ""Nutritive value is determined by cooking food.""}"
http://purl.obolibrary.org/obo/OCCO_35201000,cook,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,"{""related"": ""yes"", ""relationship"": ""Food quality is evaluated by a cook.""}
{""related"": ""yes"", ""relationship"": ""A cook evaluates food quality.""}"
http://purl.obolibrary.org/obo/OCCO_35201200,"cook, institution or cafeteria",http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,"{""related"": ""yes"", ""relationship"": ""Food technology is applied by a cook, institution or cafeteria.""}"
http://purl.obolibrary.org/obo/OCCO_35201200,"cook, institution or cafeteria",http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,"{""related"": ""yes"", ""relationship"": ""Food industry produces goods for the cook, institution or cafeteria.""}"
http://purl.obolibrary.org/obo/OCCO_35201400,"cook, restaurant",http://purl.bioontology.org/ontology/MESH/D005506,Food Contamination,"{""related"": ""yes"", ""relationship"": ""Food contamination can affect the cook in a restaurant.""}"
http://purl.obolibrary.org/obo/OCCO_35201400,"cook, restaurant",http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,"{""related"": ""yes"", ""relationship"": ""food labeling is part of restaurant cooking.""}"
http://purl.obolibrary.org/obo/OCCO_35201400,"cook, restaurant",http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,"{""related"": ""yes"", ""relationship"": ""Food industry employs cooks in restaurants.""}"
http://purl.obolibrary.org/obo/OCCO_35300000,food or beverage serving worker,http://purl.bioontology.org/ontology/MESH/D005506,Food Contamination,"{""related"": ""yes"", ""relationship"": ""Concept 2 can be prevented by a Concept 1.""}```json
{""related"": ""yes"", ""relationship"": ""Concept 2 can be prevented by a Concept 1.""}
``````json
{""related"": ""yes"", ""relationship"": ""Concept 2 can be prevented by a Concept 1.""}
I determined that Concept"
http://purl.obolibrary.org/obo/OCCO_35300000,food or beverage serving worker,http://purl.bioontology.org/ontology/MESH/D007221,Industry,"{""related"": ""yes"", ""relationship"": ""Industry employs food or beverage serving workers.""}"
http://purl.obolibrary.org/obo/OCCO_35300000,food or beverage serving worker,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,"{""related"": ""yes"", ""relationship"": ""Concept 2 employs Concept 1.""}"
http://purl.obolibrary.org/obo/OCCO_35301100,bartender,http://purl.bioontology.org/ontology/MESH/D005506,Food Contamination,"{""related"": ""yes"", ""relationship"": ""Food contamination can affect the materials handled by a bartender.""}"
